,Rating,Title,Review,Review_Date
646,2.0,Cartridge prise reduse,Very poor print quality and costly cartridge bad experience with canon e4270. More time lives in one print out .,14 July 2021
647,3.0,Fine not Good,Cartridge ink refilling problem and cartridge is not working properly,14 July 2020
648,5.0,AMAZING!,It may seem you cannot get a printer under 10k but this one can easily make this statement false.The build is sturdy and durable. It sure feels premium.The print quality is also great for both black and white and colour.The print speed is also pretty good.The scanner is also great at doing its job.The inks are quite efficient and give a great finish.Overall its a great printer. Go for it!,16 August 2021
649,4.0,print qulity is blary.,print qulity is blar.but printer feature is good.printer ink in cardtage is very low.all over is good printer.,10 May 2021
650,4.0,Printer,Ok,20 June 2020
651,2.0,printer does not pick up paper,"It is about a month since purchase. Right from beginning the printer does not pick paper and shows error.Last two days , paper pick up has stopped altogether.Cannon helpline does not respond",21 July 2019
652,5.0,fast print copy in few second and few cost,"I like this product for my home . Its very good product to fast printer ,My according to this product one of the printer in india to fast xerox, and printer .When my home come printer by my uncle so Iam so exited and I use and result that Its very good product to my home and My uncle office work to also need so all happy in my home to this printer .My according Excellent feature rich printer, at a great price, from a world class brand known for its quality products. If you ask me to vote for a printer in this segment... my vote is for Canon’s E4270.I Like this product.....",28 June 2019
653,5.0,printer,this printer is good and suitable for home use only issue color print takes more ink need to purchase xl cartridge,8 December 2020
654,4.0,Cost,Coat of paint black and white and colour,5 December 2019
655,2.0,Waste of money and time,"After reading so many reviews, i happend to buy this knowing the catridges are refillable. New catridge that came with printer hardly give 30pages i suppose and immediately the lights started blinking. I was told and read that they start blinking only when the ink is finished. So based on the reviews i got the catridges refilled with 400/- and the faced a lot of challenge in taking a test print. Finally i gave up and decided to call the Customer service 2 days later. And they advised me to visit the authorized branch in Hyderabad. After reaching there, they say that u lost warranty for refilling the catridge and you have to always buy new catridges whenever the lights start blinking. When enquired for the cost they said it will be around 1600 to 1700. I came back home and left the printer untouched for 2 days and gave a last attempt and to my surprise it started printing. So far i have taken around 70 prints. Again all 3 lights started blinking very often, removing catridges, placing it and restarting printer sometimes works and most of the times it irritates.Final verdit is:Better to go for an Ink Tank printer or a laser printer. Go for this printer if you can run for new catridges every now and then or deal with patience to get rid of the errors after a refill.I dont see a point buying the printer for 4800 and purchasing catridges worth 1600 after every 80 prints.",5 August 2020
656,1.0,Worst,I want to return itThe printing cost is too highAnd the black cartriges ends too earlyI just print 50-60 pages and its ink ends,7 February 2021
657,4.0,All the Best,"The media could not be loaded.
                



 Good Quality",7 October 2019
658,4.0,Ok,Some problems,10 August 2019
659,5.0,Nice,We can use small office work,23 June 2020
660,5.0,My order is come back,My order is come back,29 October 2019
661,5.0,Super,Super printer,8 December 2019
662,5.0,Quality,Quality is good,10 November 2019
663,1.0,Replace this product,"The media could not be loaded.
                



 Printing not good and so many technical problems are coming errors. I am replace this product know. Please soluve this problem",9 October 2020
664,5.0,Excellent,Superb value for money,18 August 2019
665,1.0,No need to buy,I need to return it as this nit perfect,4 June 2020
666,1.0,Very bad product,"Very poor quality , no service getting from canon campany , very sensitive with dust , paper jam problems.",5 October 2019
667,5.0,Super,Very nice,23 October 2019
668,5.0,My Canon E4270,Flat Display.,14 July 2019
669,1.0,Seal broken....open box product,Product received in open box...didn’t accepted it,28 June 2020
670,1.0,lot of problems,paper jammed continuously.problem cannot be rectified.both side cannot possible.paper cannot take properly,8 November 2019
671,1.0,WORST PRODUCT EVER DON'T BUY IT,SINCE THE PRODUCT QUALITY IS VERY BAD AND PERFORMING AS PER EXPECTATIONS.WORST MATERIAL.,21 August 2019
672,1.0,Bad quality,This product quality is down this not print clear working,9 November 2019
673,1.0,Yes,Ok,1 June 2020
674,1.0,Bad  ....High cost printing,Bad  buy  ink tank..not ink cartidges .😓,24 October 2019
675,1.0,waste of money,fake product. waste of money.,2 November 2019
676,1.0,Worst,Worst product,8 October 2019
677,1.0,Light use only,Light use,26 September 2019
678,1.0,Good printer but worst seller and packing,First thing is the deal was good hence bought. Regretting in decision as the original and replacement printer came in utterly poor and damaged packing even after escalating to amazon custome care. The knob inside the printer was broken but now no energy to replace it again as i need the printer urgently.Set up was bit complicated but canon manual was good.Print quality is average but cannot expect more than this in this price range.It is small and neat in design so feel is nice.I would recommend buying this from store instead of buying this from appario seller.,4 July 2020
679,4.0,Good quality,"I'm using 1year ago, still it's working good condition.",24 December 2020
680,5.0,Easy to use and affordable,Delivery on aqurate time and easy to use fax also easy,6 February 2020
681,5.0,Performance very good,Worth for money,13 June 2020
682,5.0,perfect for a home office,perfect for a home office,13 July 2020
683,5.0,nice stuff and recommended,nice stuff and recommended,18 January 2020
684,5.0,Very good printer.,Excellent print quality.Scanner quality is decent.Duplex printing.Auto Document Loader.Wifi connectivity.Fax facility available with a dedicated land-line connection.Value for money product.,28 December 2020
685,5.0,Over all Good Built Quality with excellent Printing,My requirements were simple and straight to get the quality printing but I my requirements for printing is occasional so need decent printer with wifi/ wifi- direct to get my work done swiftly and hassle free. SELPHY app is super quickly and easy to navigate. Got border less printing done on high gloss photo sheet and results were excellent. I am not sure about lasting but yeh quality of Cannon is Unmatched. Thumbs Up 👍🏻 for cannon.,2 January 2022
686,5.0,Very good!,Easy to install and very useful!,10 April 2021
687,4.0,Good Product but bad seller,"It was my first printer and I was really happy with it. So don't expect a technical review from my side. Build quality is adequate, even though you can find some freely moving parts. Color printing might take some time but black and white printing is really fast. You might have hard time on first time configuration but things are well explained in manual as well as support website.So 4.5 ⭐ for the product.I had terrible experience with the seller(one of the leading amazon fulfilled seller). First of all they accepted my order even though item is not in stock, because they though the item will be back on stock after 2 days but it didn't. After all the the product delivery was delayed by 4 days and no one from support team was able to help me to clarify this issue.0.5 ⭐ for the seller.",24 November 2021
688,4.0,Easy and multipurpose,Its easy and multipurpose printer with ADF and duplex printing facility.,27 October 2021
689,4.0,All in one truly.,"Nice all in one that checks all the right boxes for me. Decent print quality,ADF, for print and copy, auto duplex, wireless scanning and printing, web based config, paper jam protection and finally a fax.",11 October 2021
